TIME,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12
European Union - 27 countries (from 2020),8.2,8.1,7.9,7.6,7.3,7.2,7,7,7,7.2,7.2,7.1,7.5,7.4,7.2,6.9,6.7,6.5,6.6,6.6,6.6,6.6,6.7,6.6,7,6.9,6.7,6.7,6.8,7.2,7.7,7.8,7.7,7.5,7.3,7.4,7.9,7.9,7.7,7.5,7.2,6.9,6.8,6.8,6.6,6.6,6.4,6.3
